customer_id,age,gender,marital_status,city,education_level,employment_status,income,credit_score,years_employed,loan_amount,loan_term_months,existing_debt,previous_loans,late_payments,monthly_expenses,savings_balance,debt_to_income_ratio,loan_purpose,default_probability,loan_default
2265,63,Male,Married,Mumbai,High School,Salaried,674306,829,40,758653,60,807956,1,4,138093,534376,1.2,Car,0.595,1
2266,32,Male,Single,Kolkata,Master,Salaried,1471795,608,8,371581,36,973670,4,10,44768,1271660,0.66,Personal,0.425,0
2267,55,Male,Single,Lucknow,Master,Business,341733,672,30,594528,84,1220943,8,5,81250,1837317,3.57,Car,0.738,1
2268,21,Female,Single,Chennai,Bachelor,Salaried,1988960,380,0,782482,12,757841,3,2,94580,629889,0.38,Home,0.496,0
2269,62,Female,Married,Lucknow,Bachelor,Salaried,567469,654,34,496729,48,601300,7,5,72288,2437738,1.06,Education,0.511,0
2270,43,Female,Married,Lucknow,Bachelor,Business,1450610,355,11,601192,84,1386963,7,3,127585,173246,0.96,Business,0.56,0
2271,43,Female,Married,Lucknow,Bachelor,Salaried,2075963,464,22,1884800,48,781471,0,8,37599,990603,0.38,Home,0.727,0
2272,60,Male,Married,Varanasi,Master,Salaried,2523506,479,30,1910245,24,293632,6,2,85976,2387630,0.12,Business,0.331,1
2273,28,Female,Single,Kolkata,Bachelor,Salaried,2014362,697,5,1952245,120,768335,7,3,19801,2321458,0.38,Car,0.274,0
2274,32,Female,Married,Pune,Bachelor,Salaried,1837449,673,5,1407754,84,1325402,8,9,122727,1572824,0.72,Home,0.471,1
2275,60,Female,Divorced,Lucknow,High School,Salaried,1760523,768,32,873341,36,850700,0,3,93723,437188,0.48,Education,0.218,0
2276,48,Female,Married,Bengaluru,Master,Salaried,1240196,672,15,1955328,48,1314244,2,10,124706,1454115,1.06,Car,0.678,1
2277,28,Male,Married,Hyderabad,Bachelor,Salaried,305610,685,8,777490,120,1438197,4,7,118075,1913621,4.71,Home,0.661,1
2278,23,Male,Single,Chennai,Bachelor,Student,1121615,741,0,1180471,84,348270,7,8,19333,876044,0.31,Home,0.244,1
2279,22,Female,Married,Lucknow,Bachelor,Self-Employed,1780031,541,0,742744,24,293244,5,1,123213,232021,0.16,Personal,0.285,0
2280,21,Male,Single,Jaipur,High School,Salaried,1729144,510,0,1447054,12,1066575,8,6,42436,1215486,0.62,Home,0.694,1
2281,22,Female,Married,Kolkata,High School,Business,954801,621,1,1611312,60,101929,5,0,36671,481710,0.11,Home,0.093,0
2282,45,Male,Single,Hyderabad,Bachelor,Business,1604456,657,24,211008,84,889335,4,10,41742,656979,0.55,Home,0.402,1
2283,65,Male,Married,Bengaluru,High School,Business,2840983,676,31,119614,24,1083067,5,2,125405,1915668,0.38,Car,0.236,1
2284,25,Male,Single,Jaipur,PhD,Salaried,1881496,376,0,1036899,120,1463946,0,9,78389,1518435,0.78,Education,0.6,0
2285,29,Male,Married,Bengaluru,Bachelor,Salaried,554664,553,7,358800,24,884739,8,3,118406,1314294,1.6,Home,0.67,0
2286,64,Female,Married,Mumbai,Bachelor,Salaried,2723368,491,44,2455960,24,936885,2,5,28343,1575481,0.34,Car,0.7,1
2287,28,Female,Married,Chennai,Master,Self-Employed,2811037,770,7,553882,48,779277,3,6,136888,741393,0.28,Business,0.449,1
2288,50,Male,Married,Hyderabad,Master,Self-Employed,2341525,728,22,75852,12,1139266,0,3,47145,76147,0.49,Car,0.169,0
2289,56,Male,Divorced,Varanasi,Bachelor,Salaried,2509759,534,26,855663,60,592962,4,7,81593,346264,0.24,Home,0.477,1
2290,43,Female,Single,Lucknow,Master,Self-Employed,1520683,512,14,107256,12,1413752,8,10,52967,1480484,0.93,Car,0.795,1
2291,58,Male,Single,Hyderabad,Bachelor,Salaried,1947219,679,25,1409598,120,461252,7,3,86133,26539,0.24,Home,0.01,0
2292,40,Female,Single,Jaipur,Bachelor,Salaried,2975387,495,13,1900186,48,1360148,4,2,58502,587273,0.46,Business,0.53,0
2293,45,Female,Divorced,Kolkata,Master,Business,2520199,744,18,698640,36,172716,0,3,125219,1519574,0.07,Car,0.01,0
2294,25,Male,Married,Chennai,High School,Business,2870572,574,0,1423591,48,893282,0,8,56323,2264502,0.31,Business,0.68,1
2295,36,Female,Single,Chennai,Bachelor,Business,1624377,394,3,905173,60,533740,6,1,106231,947576,0.33,Personal,0.292,1
2296,53,Male,Married,Kolkata,Bachelor,Salaried,1070703,658,23,665594,60,873513,4,3,100686,608,0.82,Home,0.358,0
2297,39,Female,Married,Chennai,Bachelor,Self-Employed,2250141,395,18,836040,36,715074,5,7,118795,1169118,0.32,Education,0.695,0
2298,64,Female,Married,Lucknow,Master,Business,1075605,446,37,2362316,36,1385340,3,10,81746,310362,1.29,Business,0.909,1
2299,64,Male,Married,Varanasi,Bachelor,Self-Employed,274146,747,37,1144618,60,1270193,5,8,21369,809467,4.63,Education,0.72,1
2300,46,Female,Married,Delhi,High School,Salaried,1183986,420,21,79446,12,936067,1,0,134502,1732889,0.79,Home,0.382,0
2301,54,Male,Married,Mumbai,Bachelor,Business,2355102,618,31,1678000,60,378760,4,4,64760,612854,0.16,Business,0.353,0
2302,46,Male,Divorced,Varanasi,PhD,Salaried,1608939,709,23,1575004,24,724507,6,1,21486,8827,0.45,Home,0.327,0
2303,53,Male,Married,Varanasi,High School,Salaried,2474844,380,19,1811030,48,280030,8,4,145480,1085803,0.11,Car,0.634,1
2304,30,Female,Married,Jaipur,Bachelor,Salaried,2798879,809,7,1205386,24,1114829,1,4,40501,1813774,0.4,Car,0.404,1
2305,53,Female,Single,Mumbai,Bachelor,Salaried,2693451,673,28,410352,84,143681,6,5,19403,1893733,0.05,Car,0.309,0
2306,30,Male,Single,Chennai,Bachelor,Self-Employed,1195290,757,0,1475635,36,1328252,9,2,43794,1193757,1.11,Home,0.306,0
2307,40,Female,Single,Jaipur,Bachelor,Salaried,800287,742,7,359055,60,205088,4,4,76011,413356,0.26,Home,0.216,0
2308,21,Male,Married,Jaipur,Master,Salaried,1850082,681,0,2212443,36,671608,5,5,41157,164838,0.36,Car,0.315,0
2309,22,Female,Single,Delhi,High School,Salaried,1188478,614,0,1684410,12,929258,6,2,91539,520043,0.78,Home,0.3,0
2310,52,Female,Married,Kolkata,Bachelor,Business,2358656,768,30,1130971,12,1285366,4,10,22654,1870484,0.54,Home,0.357,1
2311,40,Male,Divorced,Lucknow,Bachelor,Self-Employed,1763958,776,17,2154494,84,244091,1,8,132142,685,0.14,Home,0.358,1
2312,56,Male,Divorced,Kolkata,Master,Self-Employed,2572265,708,23,2116389,12,27924,3,11,114668,2047061,0.01,Education,0.422,1
2313,52,Female,Single,Delhi,Master,Self-Employed,321549,437,29,2420251,12,527805,4,1,35507,1986371,1.64,Personal,0.543,0
2314,48,Female,Married,Bengaluru,Bachelor,Self-Employed,1800302,500,23,701341,120,165307,8,4,135535,391466,0.09,Home,0.575,0
2315,29,Male,Single,Lucknow,Bachelor,Salaried,2014570,426,2,2123396,48,1474813,2,11,102248,66854,0.73,Car,0.723,1
2316,24,Male,Single,Chennai,Bachelor,Salaried,2828033,742,2,1510216,84,663436,9,8,116234,1828517,0.23,Home,0.327,0
2317,26,Male,Married,Hyderabad,Master,Business,2176399,510,4,1983188,24,1089455,1,7,111525,1053263,0.5,Home,0.704,1
2318,25,Female,Married,Delhi,Bachelor,Business,1715337,400,3,922444,36,323958,4,5,47191,1684172,0.19,Business,0.487,0
2319,33,Male,Married,Pune,Master,Self-Employed,1848825,488,13,472512,36,1462853,4,0,142912,1899730,0.79,Home,0.456,1
2320,36,Female,Married,Kolkata,Master,Self-Employed,2636835,602,9,1865855,36,1257474,6,7,61184,1895073,0.48,Education,0.496,0
2321,50,Female,Single,Kolkata,Master,Business,762308,403,28,537970,12,555519,1,8,78598,1091313,0.73,Home,0.487,1
2322,51,Male,Single,Jaipur,High School,Business,749194,649,26,1518504,48,643174,6,9,133498,989133,0.86,Personal,0.471,1
2323,45,Male,Married,Varanasi,Bachelor,Business,2019575,634,20,1686893,60,784450,7,4,86064,801968,0.39,Car,0.534,1
2324,57,Female,Single,Bengaluru,Bachelor,Self-Employed,569984,375,36,1827273,48,322127,4,9,103557,1279086,0.57,Car,0.694,1
2325,52,Male,Married,Hyderabad,High School,Salaried,313812,734,25,1260145,48,476394,6,4,88628,2153708,1.52,Business,0.51,0
2326,50,Female,Single,Mumbai,Master,Salaried,1015280,417,28,78284,120,616393,4,3,135099,221233,0.61,Education,0.14,0
2327,24,Male,Married,Hyderabad,Bachelor,Salaried,807129,545,0,2037770,24,918998,1,3,57415,682338,1.14,Home,0.632,0
2328,24,Female,Divorced,Hyderabad,Master,Business,1637131,459,0,1213722,12,908821,5,11,22311,2023268,0.56,Home,0.701,0
2329,45,Male,Single,Mumbai,Bachelor,Salaried,764952,452,24,2266224,60,189804,4,9,86867,1963212,0.25,Education,0.577,0
2330,39,Male,Single,Hyderabad,Bachelor,Salaried,999656,738,5,1883855,48,442113,7,10,90627,772634,0.44,Business,0.359,0
2331,29,Female,Single,Delhi,PhD,Business,942510,370,0,1395289,60,159793,1,5,123530,1865004,0.17,Education,0.523,0
2332,26,Female,Single,Mumbai,Bachelor,Business,1216063,622,0,87575,12,13839,2,1,76586,2319057,0.01,Personal,0.082,0
2333,36,Male,Single,Mumbai,High School,Self-Employed,354689,768,5,1077220,60,665409,8,0,47225,1931396,1.88,Car,0.233,0
2334,38,Female,Single,Mumbai,PhD,Business,305628,740,7,1201407,48,769906,4,0,59562,2413283,2.52,Personal,0.416,0
2335,26,Female,Married,Lucknow,Bachelor,Salaried,284749,530,0,1383919,12,1011184,9,9,66863,389635,3.55,Home,0.853,1
2336,61,Male,Divorced,Jaipur,Bachelor,Self-Employed,811833,454,35,962340,48,187878,2,5,56907,2488702,0.23,Car,0.489,0
2337,52,Male,Single,Kolkata,Bachelor,Student,1397484,840,30,1437299,12,1469004,2,6,40131,1568020,1.05,Business,0.553,1
2338,58,Female,Married,Chennai,Master,Salaried,396126,837,29,1276646,60,144536,9,4,142915,2470683,0.36,Car,0.338,1
2339,63,Male,Single,Jaipur,Master,Salaried,2775871,465,36,812227,24,966505,7,8,113336,292904,0.35,Home,0.693,1
2340,49,Male,Married,Hyderabad,Bachelor,Business,1571369,359,21,2480005,36,772438,6,6,43109,389017,0.49,Education,0.777,1
2341,33,Female,Single,Lucknow,High School,Salaried,1706339,563,0,1431786,84,204793,7,11,112888,283454,0.12,Car,0.498,1
2342,30,Female,Married,Hyderabad,High School,Self-Employed,2988984,752,2,1538141,48,356404,9,7,131166,974913,0.12,Car,0.327,0
2343,22,Male,Single,Mumbai,High School,Salaried,1507889,350,0,190103,24,37132,8,7,87474,869326,0.02,Home,0.444,1
2344,25,Female,Single,Chennai,High School,Self-Employed,744113,755,0,182643,120,480336,5,11,110497,2278795,0.65,Business,0.182,0
2345,29,Male,Single,Chennai,Bachelor,Salaried,1590943,734,8,1866695,24,1104714,2,2,104354,1301511,0.69,Car,0.254,0
2346,59,Female,Married,Mumbai,Bachelor,Salaried,1171064,362,32,271838,84,1278373,8,5,91817,1048043,1.09,Personal,0.854,1
2347,40,Male,Single,Mumbai,Bachelor,Salaried,521685,799,19,1536747,48,130520,9,9,26348,1357398,0.25,Home,0.435,1
2348,43,Male,Single,Mumbai,Master,Business,497125,768,17,1344198,36,736329,7,9,137181,1151529,1.48,Business,0.689,1
2349,60,Male,Single,Varanasi,Bachelor,Self-Employed,2276414,526,32,277616,24,48412,1,10,25399,1044289,0.02,Business,0.463,0
2350,24,Female,Single,Hyderabad,Bachelor,Self-Employed,347689,594,0,2251350,36,156100,1,8,91777,1074853,0.45,Car,0.653,0
2351,21,Male,Single,Hyderabad,Bachelor,Salaried,2412573,703,0,618118,48,121180,4,6,49199,2040851,0.05,Home,0.238,1
2352,60,Female,Married,Varanasi,Master,Salaried,2541994,500,40,1028291,60,390012,6,4,81894,433300,0.15,Personal,0.492,1
2353,32,Female,Single,Lucknow,Bachelor,Salaried,447206,844,5,1351701,60,259632,8,1,123239,496329,0.58,Education,0.125,0
2354,45,Female,Divorced,Kolkata,High School,Salaried,2667792,539,14,1108128,36,619279,3,3,29778,1223331,0.23,Business,0.301,0
2355,49,Female,Married,Kolkata,Bachelor,Salaried,452524,518,20,1297339,24,72330,9,1,41456,2011822,0.16,Home,0.317,0
2356,63,Male,Single,Kolkata,Bachelor,Salaried,2229662,392,42,1492612,84,1329895,4,5,42880,956044,0.6,Personal,0.634,1
2357,27,Female,Married,Pune,PhD,Salaried,2971267,591,4,2166062,84,169243,6,9,19960,384513,0.06,Home,0.519,0
2358,22,Male,Married,Kolkata,Master,Self-Employed,2542230,660,2,1225510,60,1072092,7,6,116928,2129499,0.42,Car,0.45,0
2359,25,Female,Single,Mumbai,Master,Self-Employed,816092,795,0,811693,120,139363,4,7,144590,970120,0.17,Home,0.264,1
2360,31,Female,Married,Mumbai,High School,Business,2168558,761,5,236680,36,545009,0,8,147460,827554,0.25,Business,0.315,0
2361,55,Male,Married,Jaipur,Bachelor,Salaried,2149998,622,35,956664,48,269912,9,5,108861,1381841,0.13,Personal,0.238,1
2362,35,Male,Married,Varanasi,Bachelor,Self-Employed,2856815,656,8,2391343,60,854,7,3,23122,1857599,0,Personal,0.151,0
2363,60,Female,Single,Chennai,Bachelor,Student,1279921,389,40,269746,36,1257890,5,7,130867,2028711,0.98,Car,0.928,1
2364,26,Male,Married,Lucknow,Bachelor,Self-Employed,1982503,653,2,156947,60,191349,5,8,110813,1154709,0.1,Home,0.242,0
2365,24,Male,Single,Varanasi,Master,Self-Employed,1334425,489,0,402723,48,1110947,4,4,108570,735315,0.83,Personal,0.806,0
2366,29,Male,Married,Pune,Master,Salaried,1027140,794,1,1777747,120,1272360,5,6,126627,2144065,1.24,Business,0.667,1
2367,48,Male,Married,Mumbai,High School,Salaried,810157,732,21,2479493,120,82706,2,4,77820,1573208,0.1,Personal,0.337,0
2368,45,Male,Single,Mumbai,Master,Salaried,1900191,561,17,1738544,12,620207,6,4,30752,2449279,0.33,Personal,0.591,1
2369,28,Male,Single,Lucknow,Master,Salaried,2881673,683,0,1017629,60,341296,5,11,101589,805473,0.12,Business,0.314,0
2370,35,Male,Single,Delhi,Bachelor,Salaried,1514298,698,8,1774004,120,1325531,8,1,25328,335322,0.88,Home,0.464,1
2371,55,Female,Single,Varanasi,Master,Salaried,2627275,500,32,1295028,12,1446446,0,8,23623,872472,0.55,Education,0.712,0
2372,41,Male,Married,Pune,High School,Business,1660623,386,11,1086292,24,198982,6,0,128362,1250560,0.12,Car,0.276,0
2373,41,Female,Married,Hyderabad,Master,Self-Employed,2520909,508,13,299271,84,453228,3,8,57601,1143976,0.18,Home,0.494,1
2374,26,Male,Single,Chennai,High School,Self-Employed,486325,776,2,1264406,60,896954,0,3,123461,199948,1.84,Education,0.454,0
2375,53,Male,Single,Hyderabad,Bachelor,Business,1968904,510,29,351576,36,1146920,5,0,119137,187990,0.58,Home,0.477,0
2376,64,Male,Single,Pune,Master,Salaried,2964036,474,31,911256,120,1499540,2,0,83085,1721075,0.51,Home,0.401,1
2377,24,Female,Married,Varanasi,Master,Salaried,2410442,715,0,1771714,24,886209,3,2,61220,1457143,0.37,Car,0.237,1
2378,44,Male,Single,Varanasi,High School,Business,1299428,438,20,1300309,36,419791,6,5,143761,467296,0.32,Personal,0.503,0
2379,31,Female,Single,Varanasi,Bachelor,Business,1525148,838,3,1597013,84,950320,6,7,83218,2299199,0.62,Home,0.548,0
2380,35,Male,Single,Jaipur,Bachelor,Salaried,1800467,791,15,1170575,120,1153522,2,9,55105,750479,0.64,Education,0.42,1
2381,28,Male,Married,Bengaluru,High School,Salaried,2586391,615,0,1681845,60,458904,4,4,65054,1630422,0.18,Car,0.369,0
2382,43,Male,Single,Mumbai,High School,Business,2820326,403,23,431727,36,236269,3,7,79314,783821,0.08,Home,0.534,0
2383,32,Male,Married,Jaipur,High School,Salaried,602163,491,3,2256335,36,691320,9,7,139278,2224491,1.15,Business,0.7,1
2384,51,Female,Married,Lucknow,Bachelor,Self-Employed,2383161,498,29,1459735,120,4366,3,9,108227,2127590,0,Personal,0.527,0
2385,33,Male,Married,Varanasi,Bachelor,Student,1557221,383,5,313616,12,553453,3,0,100717,2390333,0.36,Car,0.253,0
2386,40,Male,Married,Delhi,Bachelor,Self-Employed,2617597,833,8,1860689,24,894073,5,1,74408,1649733,0.34,Personal,0.316,1
2387,27,Female,Married,Delhi,Bachelor,Salaried,2822103,724,0,1081403,12,557482,8,7,90597,2377865,0.2,Car,0.285,0
2388,45,Male,Single,Chennai,Master,Business,2289217,550,11,1115558,84,1015280,9,5,49565,2319059,0.44,Personal,0.666,0
2389,62,Male,Single,Hyderabad,PhD,Salaried,968424,460,40,87148,84,1325667,2,3,27404,1963163,1.37,Business,0.616,1
2390,43,Female,Single,Varanasi,Master,Salaried,275464,841,15,1919314,60,177465,7,0,51032,872860,0.64,Home,0.232,0
2391,38,Male,Married,Hyderabad,Master,Salaried,914716,749,9,1304806,12,664871,6,5,117602,875625,0.73,Home,0.176,1
2392,50,Male,Married,Delhi,Bachelor,Salaried,2662683,572,22,451368,60,423907,8,8,25519,601513,0.16,Personal,0.507,1
2393,46,Female,Single,Delhi,High School,Business,1717323,404,22,801664,60,1403374,5,2,119337,1167082,0.82,Personal,0.547,1
2394,33,Male,Divorced,Chennai,Bachelor,Salaried,1489073,757,10,1178798,36,204326,2,0,83567,925299,0.14,Business,0.095,0
2395,39,Male,Single,Delhi,Bachelor,Salaried,2740948,538,9,2209153,84,548524,7,5,18513,2343796,0.2,Home,0.603,1
2396,55,Female,Single,Kolkata,Bachelor,Business,1367695,521,29,1200423,36,945427,4,4,92769,577755,0.69,Car,0.647,0
2397,25,Male,Single,Bengaluru,High School,Salaried,2290694,613,1,802941,84,1007951,1,8,40149,1194480,0.44,Home,0.425,1
2398,40,Female,Single,Jaipur,Bachelor,Business,1349156,478,9,1115279,12,1407657,5,6,129331,2065313,1.04,Personal,0.847,1
2399,64,Male,Single,Bengaluru,Bachelor,Salaried,388439,480,44,825931,120,984134,7,3,65166,119193,2.53,Home,0.696,0
2400,59,Female,Married,Delhi,Master,Salaried,2790484,424,30,522668,120,1276581,6,2,89956,1372923,0.46,Home,0.444,1
2401,59,Female,Single,Pune,Bachelor,Salaried,521718,707,25,1252288,84,670524,7,4,148756,1284086,1.29,Car,0.442,1
2402,37,Female,Married,Kolkata,Master,Salaried,1538401,585,14,1542209,84,1041502,1,6,94774,835982,0.68,Education,0.699,0
2403,58,Male,Single,Lucknow,Master,Salaried,1321814,404,31,810043,24,1465538,7,5,128133,2061155,1.11,Car,0.894,1
2404,29,Male,Married,Pune,Master,Salaried,2065369,376,0,2353213,24,133069,8,6,104491,46095,0.06,Education,0.53,1
2405,60,Male,Divorced,Lucknow,PhD,Salaried,398195,635,28,1978990,120,707326,9,1,49212,1483144,1.78,Home,0.509,0
2406,33,Male,Single,Hyderabad,High School,Salaried,736864,383,3,1561948,36,1463135,0,1,108749,190053,1.99,Home,0.697,1
2407,24,Male,Single,Bengaluru,Bachelor,Salaried,1028308,589,0,2421434,24,30683,6,10,87365,859433,0.03,Business,0.574,0
2408,24,Male,Single,Varanasi,Bachelor,Salaried,1857562,488,3,564293,48,486219,6,9,87603,1176445,0.26,Business,0.516,0
2409,55,Male,Married,Kolkata,Master,Salaried,507823,738,22,1913809,48,596173,7,0,70987,92933,1.17,Home,0.337,0
2410,50,Male,Married,Hyderabad,Master,Student,1770900,660,18,2261401,36,901988,9,1,22215,745858,0.51,Home,0.285,1
2411,56,Male,Married,Mumbai,High School,Self-Employed,1119629,632,28,1435646,24,443397,7,2,75926,206551,0.4,Education,0.01,0
2412,31,Male,Married,Pune,High School,Salaried,346650,615,0,2044913,60,463932,9,9,22709,1020528,1.34,Home,0.629,1
2413,48,Male,Single,Delhi,Bachelor,Salaried,2674039,519,28,904230,120,1210869,2,10,104151,575572,0.45,Home,0.642,0
2414,38,Female,Single,Jaipur,Bachelor,Salaried,921005,706,17,628619,24,1125807,7,7,77364,1884054,1.22,Business,0.632,0
2415,46,Male,Married,Delhi,Master,Self-Employed,1198737,656,17,1733714,36,119336,8,4,19841,1307503,0.1,Home,0.359,0
2416,34,Female,Married,Mumbai,Bachelor,Salaried,2060837,684,10,821646,60,789079,8,11,49543,382187,0.38,Car,0.473,0
2417,61,Male,Single,Mumbai,Bachelor,Salaried,323099,554,32,1210966,120,846894,1,8,50043,2150295,2.62,Car,0.926,1
2418,32,Female,Married,Pune,Bachelor,Salaried,2725542,435,2,2387793,12,1101943,2,0,46702,1061802,0.4,Home,0.473,1
2419,57,Male,Married,Lucknow,Bachelor,Salaried,1082675,659,37,1109174,60,182481,6,6,113799,694106,0.17,Personal,0.226,1
2420,62,Female,Single,Bengaluru,Master,Business,1683735,580,40,1850096,12,512309,4,11,121335,1185472,0.3,Car,0.601,1
2421,60,Male,Married,Lucknow,Bachelor,Salaried,1229034,544,26,1203975,84,589521,6,10,24858,1108139,0.48,Car,0.456,1
2422,64,Male,Single,Lucknow,Bachelor,Salaried,573076,527,41,725849,12,762946,5,0,17383,2288735,1.33,Car,0.686,0
2423,57,Male,Single,Kolkata,PhD,Self-Employed,2973201,506,31,1044510,12,1435869,0,7,107525,427976,0.48,Car,0.695,1
2424,55,Male,Single,Chennai,Bachelor,Business,2742651,596,35,1793093,120,856135,3,10,125849,2345375,0.31,Education,0.73,1
2425,53,Female,Single,Chennai,Bachelor,Salaried,2971844,818,22,295224,84,371347,0,4,52557,1837515,0.12,Car,0.23,0
2426,62,Female,Single,Kolkata,Bachelor,Salaried,2436984,539,42,795020,48,736871,3,5,122709,1759564,0.3,Business,0.691,1
2427,34,Male,Married,Lucknow,High School,Salaried,255611,620,14,1556817,84,1336772,8,2,42369,1687910,5.23,Education,0.478,1
2428,31,Male,Divorced,Delhi,Master,Salaried,1212092,651,0,1338864,120,1017389,7,6,38766,2246000,0.84,Education,0.631,1
2429,42,Male,Married,Kolkata,High School,Salaried,1523176,755,17,1901529,120,1201162,5,0,124756,1716515,0.79,Business,0.272,0
2430,21,Female,Single,Chennai,High School,Salaried,1582867,590,0,700920,84,863434,7,6,71806,1102205,0.55,Car,0.643,0
2431,53,Female,Married,Hyderabad,Bachelor,Salaried,1676110,737,24,363146,84,1359868,6,11,88639,1864819,0.81,Home,0.602,0
2432,35,Female,Single,Bengaluru,Master,Student,1564164,799,2,1982770,84,498173,8,8,29359,1997190,0.32,Business,0.339,0
2433,51,Male,Single,Chennai,High School,Salaried,2422075,589,30,1950573,84,363100,6,11,48671,1618752,0.15,Education,0.573,0
2434,29,Male,Single,Lucknow,Bachelor,Salaried,1430710,479,3,311067,36,319589,1,11,28911,2478554,0.22,Personal,0.544,1
2435,65,Male,Single,Delhi,Bachelor,Salaried,2960850,694,45,867956,84,53550,4,8,132959,215457,0.02,Home,0.165,0
2436,28,Male,Married,Delhi,High School,Business,1374003,354,0,2272957,120,327306,2,2,130250,1256420,0.24,Home,0.371,1
2437,34,Male,Married,Hyderabad,Bachelor,Salaried,553771,682,8,644661,48,478466,7,11,18427,1735491,0.86,Personal,0.608,0
2438,65,Male,Married,Chennai,Master,Salaried,697032,582,41,2237471,36,211653,5,2,144987,1268972,0.3,Home,0.306,0
2439,26,Female,Married,Lucknow,High School,Business,887509,595,0,1314848,48,343359,8,3,145342,2208083,0.39,Education,0.258,1
2440,29,Male,Married,Pune,Master,Salaried,2028735,635,0,864133,60,354198,0,9,111666,2112853,0.17,Business,0.221,1
2441,30,Male,Married,Delhi,Bachelor,Salaried,2774648,737,6,2194610,24,1295614,3,6,63625,625741,0.47,Car,0.51,0
2442,37,Female,Single,Delhi,Master,Self-Employed,2381498,602,5,78897,60,242304,5,7,54191,2020447,0.1,Business,0.297,0
2443,31,Male,Single,Chennai,Master,Salaried,2933326,813,2,307711,12,864846,9,2,37348,979986,0.29,Car,0.187,0
2444,22,Male,Single,Varanasi,Bachelor,Salaried,775411,823,0,742262,36,1286643,8,3,57394,712831,1.66,Home,0.377,1
2445,54,Female,Divorced,Mumbai,Master,Business,779201,508,30,1615239,60,929323,7,0,142127,811765,1.19,Business,0.703,1
2446,52,Female,Married,Jaipur,Bachelor,Salaried,1860872,847,20,818086,36,101022,1,7,25218,577899,0.05,Home,0.258,0
2447,60,Male,Married,Lucknow,Bachelor,Salaried,2141673,410,28,1469936,36,848451,2,9,66918,2179110,0.4,Education,0.624,1
2448,42,Female,Married,Chennai,PhD,Salaried,2649936,667,18,1807388,84,829303,2,5,66742,55496,0.31,Business,0.553,0
2449,23,Male,Single,Pune,Bachelor,Salaried,610298,752,0,857842,60,257043,2,10,120853,1637913,0.42,Car,0.262,1
2450,26,Male,Single,Lucknow,Bachelor,Salaried,1361483,669,0,556122,12,440060,2,8,17553,1749755,0.32,Personal,0.238,1
2451,45,Male,Married,Varanasi,Bachelor,Salaried,2030483,728,15,2386905,120,1083438,2,1,38140,942081,0.53,Education,0.292,0
2452,33,Female,Married,Jaipur,Bachelor,Self-Employed,1742502,741,6,205448,12,1161973,9,2,148966,625640,0.67,Education,0.134,0
2453,30,Male,Married,Chennai,Bachelor,Self-Employed,651232,530,10,2074535,60,268124,3,4,59264,1304644,0.41,Education,0.644,1
2454,23,Female,Single,Chennai,Master,Salaried,680167,489,0,934931,36,992104,2,0,34980,88935,1.46,Personal,0.568,0
2455,33,Female,Single,Mumbai,Master,Salaried,672326,548,5,2312126,120,1154972,8,6,124989,1408808,1.72,Home,0.853,1
2456,64,Male,Married,Lucknow,Master,Salaried,2294482,808,33,1470684,12,397018,0,7,107926,1747513,0.17,Business,0.253,0
2457,57,Male,Married,Chennai,Bachelor,Salaried,1517675,658,24,1006482,24,144714,8,10,125003,2117805,0.1,Home,0.352,1
2458,34,Male,Married,Pune,High School,Salaried,569773,449,4,848425,36,1485600,0,10,85111,1654306,2.61,Home,0.95,1
2459,43,Male,Married,Bengaluru,Master,Salaried,1276355,457,17,581706,12,166130,6,9,49762,1431105,0.13,Business,0.483,0
2460,23,Female,Single,Hyderabad,Bachelor,Business,1580561,412,0,2352905,12,409638,2,2,123538,911077,0.26,Car,0.311,1
2461,54,Female,Single,Bengaluru,Bachelor,Salaried,2575287,624,31,2250834,12,551005,4,8,75380,676786,0.21,Education,0.399,1
2462,60,Male,Married,Hyderabad,Bachelor,Salaried,1332713,407,28,924938,24,1030383,7,4,110399,1262899,0.77,Home,0.718,1
2463,42,Male,Married,Pune,Master,Salaried,1689841,362,8,1298289,120,1231636,7,3,48912,465746,0.73,Car,0.495,0
2464,45,Female,Single,Mumbai,High School,Salaried,2999444,402,22,1030919,12,93742,8,1,107454,81317,0.03,Home,0.311,0
2465,44,Male,Married,Kolkata,Bachelor,Salaried,2886139,555,21,396497,84,388096,1,1,64525,2354311,0.13,Home,0.322,0
2466,46,Male,Single,Pune,Bachelor,Business,440562,743,20,1158541,84,225110,0,4,95262,2452299,0.51,Car,0.347,0
2467,26,Male,Married,Pune,Bachelor,Salaried,2449594,364,5,1553428,120,1029583,4,7,125684,1860786,0.42,Home,0.712,0
2468,38,Female,Single,Varanasi,Bachelor,Salaried,2919595,685,18,2241962,84,1185728,9,7,64914,140401,0.41,Personal,0.48,0
2469,38,Male,Single,Delhi,High School,Business,2996479,470,15,1746733,60,513671,1,1,105985,862845,0.17,Personal,0.322,1
2470,50,Female,Married,Lucknow,Bachelor,Salaried,2864180,563,22,810750,36,110745,4,0,94742,712047,0.04,Car,0.25,0
2471,49,Male,Single,Chennai,Bachelor,Self-Employed,1231080,787,27,2227320,36,657089,8,4,114196,2106690,0.53,Home,0.293,1
2472,34,Female,Married,Jaipur,Bachelor,Salaried,590234,743,7,1972123,120,71293,8,9,25356,804706,0.12,Car,0.482,0
